statement_id,text,text_en,conclusions,author
550,Obst und Gemüse hält auch ohne plastik verpackung einige tagen .Ich kaufe nur offenes Obst und Gemüse,Fruit and vegetables last a few days even without plastic packaging. I only buy open fruit and vegetables,363(+),upekiuser_2253
551,man muss auch unnötig weitere Ölquellen erschließen,one also has to develop additional oil wells unnecessarily,365(-),upekiuser_4265
552,Vor allem in den Meeren verfangen sich viele Tiere,Many animals get caught in the oceans in particular,"366(+),351(+)",upekiuser_4265
553,"aber nur, wenn Papiertüten aus recyceltem Papier bestehen",but only if paper bags are made from recycled paper,380(+),upekiuser_4265
554,"Es entstehen unnötige Verpackungskosten, die an die Endverbraucher weitergegeben werden",There are unnecessary packaging costs that are passed on to the end user,363(+),upekiuser_3138
555,Es ist wissenschaftlich bewiesen,It's scientifically proven,"378(+),368(+)",upekiuser_3138
556,WEIL Plastikverpackungen nicht einfach verrotten,BECAUSE plastic packaging doesn't just rot,378(+),upekiuser_1397
557,Die Herstellung von Plastikverpackungen kosten zu viel Geld,The production of plastic packaging costs too much money,363(+),upekiuser_40
558,Da es eine Tatsache ist und genug wissenschaftliche Beweise für dieses Argument gibt,As it is a fact and there is enough scientific evidence to support this argument,"368(+),370(+),649(+)",upekiuser_4941
559,"Tiere, die Plastik fressen, verenden auf qualvolle Weise.Dies muss aufhören",Animals that eat plastic perish in excruciating ways and this must stop,367(-),upekiuser_4816
560,"es ist hygienischer, wird sauberer gelagert",it is more hygienic and is stored cleaner,"363(-),389(+)",upekiuser_4789
561,"die lebsnemittel bleiben steriler, länger haltbar",the foodstuffs remain more sterile and have a longer shelf life,363(-),upekiuser_4789
562,Die Verrottungsdauer. von Kunststoffen ist enorm lang,The period of rotting. of plastics is enormously long,363(-),upekiuser_4061
563,Die meisten Plastikverpackungen können recycelt werden,Most plastic packaging can be recycled,363(-),upekiuser_3600
564,"Da aber durch ein Verbot von Plastikverpackungen der Bedarf an Alternativen steigt, werden Arbeitsplätze geschaffen. Dies würde sich m. M. n. dann ausgleichen","But since the ban on plastic packaging increases the need for alternatives, jobs are created. This would be m. M. n. Then equalize",386(-),upekiuser_4941
565,Weil es so ist,Because it is so,"366(+),375(+),379(+)",upekiuser_4061
566,"Es gibt ausreichend Alternativen (z.B. Papiertüten, Gemüsenetze)","There are enough alternatives (e.g. paper bags, vegetable nets)",363(+),upekiuser_270
567,die Menschen könnten Einnahmenquelle verlieren,people could lose source of income,386(+),upekiuser_3600
568,Plastikverpackungen verbrauchen wenig Ressourcen,Plastic packaging uses few resources,363(-),upekiuser_1137
569,es werden zu viele verpackungen nicht recyclet,too much packaging is not recycled,381(-),upekiuser_4809
570,Plastikverpackungen brauchen einen zuverlässigen Kreislauf vom Gebrauch bis zum Recycling,Plastic packaging needs a reliable cycle from use to recycling,363(-),upekiuser_1137
571,papier ist natürlich und belastet die umwelt nicht,paper is natural and does not harm the environment,"387(-),324(+)",upekiuser_4809
572,"selbst das receyceln von plastik ist schwierig, oft wird es nur verbrannt, was wiederum schlecht für die co2-bilanz und die luft ist","Even the recycling of plastic is difficult, often it is only incinerated, which in turn is bad for the co2 balance and the air",363(+),upekiuser_1392
573,Man muss alle Auswirkungen betrachten vom Ressourcenverbrauch bis zum Recycling,You have to consider all the effects from resource consumption to recycling,387(+),upekiuser_1137
574,Eine Plastikfolie braucht in der Herstellung viel weniger Wasser als Einpackpapier,A plastic film needs much less water to manufacture than wrapping paper,568(+),upekiuser_1137
575,Immer mehr Meeresbewohner sterben aus,More and more sea creatures are dying out,364(+),upekiuser_1143
576,Arbeitsplatz gegen Umweltverschmutzung ist kein Argument,The workplace against pollution is not an argument,386(-),upekiuser_1137
577,"Die Produktion von Plastikverpackungen kann man reduzieren, indem Kunden wiederverwendbare Kartons o.ä. verwenden",The production of plastic packaging can be reduced by giving customers reusable cardboard boxes or similar. use,363(+),upekiuser_2925
578,Es ist genaurichtig. z.B. McDonald&#x27;s becher und Igel,It is exactly right. e.g. McDonald&#x27;s mug and hedgehog,366(+),upekiuser_2692
579,Es schützt halt besser,It just protects better,392(+),upekiuser_1373
580,Schlecht abbaubar,Badly degradable,382(+),upekiuser_1373
581,Giftstoffe bleiben in der Umwelt bestehen,Toxins persist in the environment,378(-),upekiuser_988
582,Macht Mensch und Tier krank,Makes people and animals sick,368(-),upekiuser_988
583,die Verschmutzung der Meere,the pollution of the seas,363(+),upekiuser_802
584,spricht mich am meisten an,speaks to me the most,370(+),upekiuser_3343
585,sind sicherlich svhädlich,are certainly svhädlich,382(+),upekiuser_1327
586,Die Herstellung von Plastik ist mit einem hohen Energieverbrauch verbunden,The production of plastic is associated with high energy consumption,363(+),upekiuser_3691
587,Obst und Gemüse sowieso keine Verpackung benöigt,Fruit and vegetables don't need packaging anyway,363(+),upekiuser_3173
588,Die Kleintiere sind das Futter für die Großen,The small animals are the food for the big ones,375(-),upekiuser_802
589,"Obst und Gemüse sollten vor dem Verzehr sowieso gewaschen werden, weshalb eine Verpackung nicht nötig ist","Fruit and vegetables should be washed before consumption anyway, which is why packaging is not necessary",363(+),upekiuser_2876
590,Wissenschaftlich bewiesen,Scientifically proven,"378(+),368(+)",upekiuser_4478
591,Auch Verpackungen aus Nicht Plastik halte Obst und Gemüse sauber,Packaging made of non-plastic also keeps fruit and vegetables clean,363(+),upekiuser_1018
592,Förderung kurzer Transportwege und damit Förderung/Unterstützung regionaler Produzenten,Promotion of short transport routes and thus promotion/support of regional producers,363(+),upekiuser_1457
593,Es gibt recyclebare Papiertüten und somit bleibt die Umwelt sauber,"There are recyclable paper bags, so the environment stays clean",363(+),upekiuser_1844
594,"Nur weil andere Länder in Umweltstandards zurückliegen, heisst das nicht das wir uns auch zurücklehnen dürfen",Just because other countries are lagging behind in environmental standards doesn't mean that we can sit back and relax,363(+),upekiuser_1018
595,Plastikverpackungen und Tüten werden nur für einen sehr kleinen Zeitraum genutzt und dann weggeworfen,Plastic packaging and bags are only used for a very short period of time and then thrown away,363(+),upekiuser_3530
596,Die Resourcen für Plastikverpackungen können für wichtigere Dinge verwendet werden,The resources for plastic packaging can be used for more important things,363(+),upekiuser_1602
597,selbst schon erlebt,already experienced it myself,366(+),upekiuser_1602
598,Auf dem Großmarkt schon gesehen,I've seen it at the wholesale market,376(+),upekiuser_1602
599,Viele wichtige Medikamente werden auf Erdölbasis hergestellt,Many important drugs are made from petroleum,596(+),upekiuser_1602
600,Wirtschaftskrise,Economic crisis,386(+),upekiuser_245
601,Die Nutzung von Plastikverpackungen erhöht das Müllaufkommen,The use of plastic packaging increases the amount of waste,363(+),upekiuser_2665
602,zu pauschal,too lump sum,388(-),upekiuser_245
603,Tierschutz ist Teil des Umweltschutzes und sollte auch Berücksichtigung finden,Animal welfare is part of environmental protection and should also be taken into account,366(+),upekiuser_2665
604,es leider stimmt,unfortunately it is true,392(+),upekiuser_4220
605,Ist dies durch wissenschaftliche &amp; empirische Studien begründet,Is this through scientific &amp; justified empirical studies,374(-),upekiuser_2665
606,"Verpackungen sind häufig mit Fremdstoffen verbunden, die eine Aufbereitung erschweren oder unmöglich machen",Packaging is often associated with foreign substances that make processing difficult or impossible,363(+),upekiuser_4547
607,unverpacktes Obst und Gemüse wird oft angefasst vorm Kaufen,Unpackaged fruit and vegetables are often touched before buying,"382(-),385(+)",upekiuser_4547
608,die Herstellung von Plastik ist enorm Ressourcenverbrauchend,the production of plastic is extremely resource consuming,382(+),upekiuser_4547
609,Das lässt sich gut nachrechnen,That can be calculated well,387(+),upekiuser_1538
610,"Hygiene!!!! Ich habe gesehen wie einige Käufer jede Kirsche und jede Tomate in (ihre) schmutzigen Häne nahmen, quetschen, dr+ckten drehten und dann zurücklegten.... EKELHAFT! Ja, ich will Plastikverpackung! Papier ist zu teuer und wir zahlen schon genug Steuern damit sich einige ihr Leben lang ausruhen können","Hygiene!!!! I've seen some buyers take every cherry and tomato in (their) dirty hands, squeeze, turn, press and then put them back ... DISGUSTING! Yes, I want plastic packaging! Paper is too expensive and we already pay enough taxes so that some can rest their lives",363(-),upekiuser_4257
611,Stimmt. Aber es gibt Alternativen,Right. But there are alternatives,392(-),upekiuser_1538
612,Es müssen zwar noch Daten gesammelt werden aber die vorhandenen sprechen gegen Plastik,"Data still has to be collected, but the existing ones speak against plastic",382(-),upekiuser_1538
613,es so ist,it is so,"379(+),370(+)",upekiuser_68
614,dann ist wnigstens unser Teil weg. Und angeblich sind wir ja Vorreiter,then at least our part is gone. And supposedly we're pioneers,383(-),upekiuser_1538
615,Recyclig schafft auch Arbeitsplätze,Recyclig also creates jobs,386(-),upekiuser_1538
616,Man kann einiges Recykeln,You can do a lot of recycling,363(+),upekiuser_98
617,Ein guter teil der von anderen Ländern verursachten Verschmutzungen stammt aus unserem Müllexport und dem anderen Export,A good part of the pollution caused by other countries comes from our garbage exports and other exports,384(-),upekiuser_1538
618,Es muss in Etappen Verboten werden,It must be banned in stages,"363(+),384(-)",upekiuser_98
619,"Obst &amp; Gemüse hat schon eine natürliche Verpackung. Findet man es unhygienisch die Produkte so zu verzehren, kann man sie abwaschen oder die Schale entfernen","Fruit &amp; Vegetables already have natural packaging. If you find it unsanitary to consume the products in this way, you can wash them off or remove the shell",363(+),upekiuser_72
620,Die Fische Sterben an Hunger trotz Plastik das sie essen,The fish die of hunger despite the plastic they eat,364(+),upekiuser_98
621,wissentschaftlich belegt zuviele fische sterben,scientifically proven too many fish die,364(+),upekiuser_3459
622,es genug beweise gibt,there is enough evidence,364(+),upekiuser_3459
623,Durch sie Meeresströmung verteilt sich das Plastik bis zu uns in der Nord und Ostsee,The ocean currents distribute the plastic to us in the North and Baltic Seas,364(+),upekiuser_98
624,Man hat nicht immer selbst eine Verpackung mit,You don't always have packaging with you,363(-),upekiuser_659
625,es reicht vollkommen das obst oder gemüse zu waschen,it is sufficient to wash the fruit or vegetables,379(+),upekiuser_3301
626,Plastik ist giftig,Plastic is toxic,"363(+),368(+)",upekiuser_1664
627,obst zu waschen reicht vollkommen aus,Washing fruit is sufficient,379(+),upekiuser_3301
628,fische essen plastik,fish eat plastic,370(+),upekiuser_1664
629,der mensch lässt überall seinen müll liegen und dieser ist nun mal meistens aus plastik,people leave their rubbish everywhere and it is mostly made of plastic,370(+),upekiuser_4136
630,Über Jahrzente braucht es bis zum Mikroplastik und nicht nur Fische sondern auch andere Tiere sterben,It takes decades for microplastics and not only fish but also other animals to die,368(+),upekiuser_98
631,für die Arbeitsplätze die durch den Verbot wegfallen,for the jobs that will be eliminated by the ban,616(+),upekiuser_98
632,Weil es anders nicht geht wegen den Arbeitsplätzen die daran hängen,Because there is no other way because of the jobs that are attached to it,618(+),upekiuser_98
633,Das Plastik ist jetzt schon fast in allen Ozeanenvvorhanden es ist ei Kreislauf den man nicht stoppen kann ausser Plastik zu verbieten,The plastic is already present in almost all oceans - it is a cycle that cannot be stopped except to ban plastic,383(-),upekiuser_98
634,es wird viel zu viel waser verschwendet beim herstellen von plastik,Far too much water is wasted in the manufacture of plastic,363(+),upekiuser_106
635,Aber wir Deutsche sind ja so dumm und schicken unser Plastik nach Afrika und noch andere Länder die schaffen das garnicht es zu Verbrennen was sie nicht verbrennen schmeissen sie es Ins Meer,"But we Germans are so stupid and send our plastic to Africa and other countries that can't burn what they don't burn, they throw it into the sea",386(-),upekiuser_98
636,Tierleben müssen ebenfalls geschützt werden,Animal life must also be protected,367(+),upekiuser_1008
637,keine Artgerechte Fischhaltung mehr möglich,Appropriate fish keeping is no longer possible,364(+),upekiuser_1389
638,die Verpackung kann wieder verwendet werden,the packaging can be used again,363(-),upekiuser_1600
639,Manche weiche Obst wie Himbeeren oder Kirchen sind schnell beschädigt ohne Verpackung,Some soft fruits like raspberries or churches are easily damaged without packaging,385(+),upekiuser_2478
640,sie werden zu wenig weiter verwendet,they are used too little,368(+),upekiuser_1600
641,auch Papier ist nicht so Umweltfreundlich,paper is also not as environmentally friendly,"365(-),363(-)",upekiuser_1600
642,Dummheit,stupidity,363(+),upekiuser_2733
643,Die Welt erstickt schon jetzt im Plastikmüll und dies sollte nicht weiter gefördert werden. Der Schaden der dadurch entsteht betrifft uns alle,The world is already suffocating in plastic waste and this should not be encouraged any further. The damage it causes affects us all,363(+),upekiuser_3816
644,kein Mensch auf der Welt braucht das,no one in the world needs that,363(+),upekiuser_4221
645,die verpackung sollte als Transportmittel dienen,the packaging should serve as a means of transport,378(-),upekiuser_1600
646,es ist viel besser wiederverwendbare &quot;Verpackungen&quot; zu verwenden. Die Lebensmittel sehen auch viel schöner aus,it is much better reusable &quot;packaging&quot; to use. The foods look a lot nicer too,363(+),upekiuser_1579
647,"Es wurden schon frische Lebensmittel verkauft, lange bevor es überhaupt Plastikverpackungen gab. Insofern steht fest, es geht auch ohne","Fresh food was sold long before plastic packaging even existed. In this respect, it is clear that it works without it","363(+),368(+)",upekiuser_4337
648,Es gibt weitere Möglichkeiten (wie wieder verwendbare Netze) um Obst und Gemüse zu verpacken,There are other options (such as reusable nets) for packing fruit and vegetables,363(+),upekiuser_3686
649,"Es gibt bereits Studien die besagen, dass sich in Fischen Mikroplastik befindet und somit auch in unserer Nahrung",There are already studies that state that there is microplastic in fish and therefore also in our food,"364(+),370(+),363(+)",upekiuser_3686
650,Der meiste Müll wird verbrannt und nicht wiederverwendet. Also verschwendete Recourcen,Most of the garbage is incinerated and not reused. So wasted resources,"372(+),379(+)",upekiuser_4839
651,plastikmüll belastet die umwelt,plastic waste pollutes the environment,363(+),upekiuser_1626
652,papiertüten kann man einfacher enrsorgen,Paper bags are easier to dispose of,380(+),upekiuser_1626
653,Das Anfassenn unverpackter Ware ist schlecht,The handling of unpackaged goods is bad,389(+),upekiuser_449
654,Eigene Beutel mitbringen,Bring your own bags,"363(+),364(+)",upekiuser_1989
655,Falls es überhaupt recycelt wird,If it is recycled at all,"381(-),372(-)",upekiuser_1989
656,Plastikverpackungen sind asozial,Plastic packaging is anti-social,363(+),upekiuser_1512
657,Plastik verseucht die ganze Welt,Plastic pollutes the whole world,363(+),upekiuser_771
658,wird aus rohöl hergestellt,is made from crude oil,377(+),upekiuser_1512
659,"Als Verbraucher will man ja schließlich wissen, was drin ist bzw. wo es herkommt","After all, as a consumer, you want to know what is in it or where it comes from",385(+),upekiuser_1632
660,Plastik vermüllt unsere Gewässer,Plastic litter our waters,363(+),upekiuser_1618
661,"Nur Plastik bei Obst und Gemüse vermeiden hilft nicht viel, es müssen weitaus größere Dinge bewegt werden",Just avoiding plastic in fruit and vegetables doesn't help much; much larger things have to be moved,363(-),upekiuser_624
662,Die Gesundheit von Menschen und Tieren ist sehr wichtig,Human and animal health is very important,370(+),upekiuser_738
663,Richtig Recyclen vermeidet Plastikmüll,Proper recycling avoids plastic waste,363(-),upekiuser_624
664,es werden wälder abgeholzt und der energieverbrauch zur herstellung ist auch sehr hoch,Forests are being cut down and the energy consumption for production is also very high,387(+),upekiuser_4293
665,Wir sehen es jeden Tag und überall,We see it every day and everywhere,368(+),upekiuser_726
666,"sehr schlüssig formuliert, nach meinem kenntnisstand richtig","formulated very coherently, correct to the best of my knowledge",370(+),upekiuser_3550
667,Ist schlecht für die Umwelt,Is bad for the environment,364(-),upekiuser_4872
668,es keinen grund dagegen gibt,there is no reason against it,380(+),upekiuser_1586
669,"wenn die Umwelt in armen Ländern verschmutzt wird, werden diese noch ärmer","when the environment in poor countries becomes polluted, they become even poorer",375(+),upekiuser_403
670,"Wenn man Bio Produzieren will, muss man diese Lebensmittel auch einfach verpacken. Sprich in Papier oder gar nicht","If you want to produce organically, you simply have to pack this food. Speak in paper or not at all",363(+),upekiuser_4437
671,die weltmeere sind schon voll von Plasticmüll,the oceans are already full of plastic waste,364(-),upekiuser_1452
672,vile rückstände,vile residues,381(-),upekiuser_227
673,Die Verschmutzung der Meere durch Plastik ist inzwischen nicht mehr anzweifelbar,The pollution of the oceans by plastic can no longer be questioned,370(+),upekiuser_1478
674,Plastik vergiftet Erde und Wasser,Plastic poisons the earth and water,363(+),upekiuser_1571
675,Schadt dem Inhalt ,Harm the content,363(+),upekiuser_939
676,Fische und Unterwasserpflanzen sterben ab,Fish and underwater plants die,364(+),upekiuser_1452
677,stmmt,true,364(-),upekiuser_1452
678,Plastikmüll auf dem acker? Darf nicht sein,Plastic waste in the field? Must not be,376(+),upekiuser_939
679,Lebensmittelmärkte als auch technische Verbrauchermärkte müssten wieder Bedientheken einführen,Food markets as well as technical hypermarkets would have to reintroduce service counters,363(+),upekiuser_1367
680,Weil der größte Teil im Meer landet und dort zu einem Artensterben führt,Because most of it ends up in the sea and leads to species extinction there,"368(+),324(+)",upekiuser_1908
681,Plastikverpackungen müssen ja nicht ins Meer geschmissen werden,Plastic packaging doesn't have to be thrown into the sea,367(-),upekiuser_3303
682,"Kaum, sonst wäre Plastik generell verboten","Hardly, otherwise plastic would be generally prohibited",378(-),upekiuser_3303
683,Mancherlei Obst und Gemüse ist durch die eigene Schale ausreichend geschützt - eine zusätzliche Plastikverpackung ist unnötig,Many fruits and vegetables are adequately protected by their own peel - additional plastic packaging is unnecessary,363(+),upekiuser_3741
684,es gibt auch Stoffbeutel oder Netze,there are also cloth bags or nets,386(+),upekiuser_1701
685,"es einfach stimmt, dass es die Umwelt schädigt",it's just true that it harms the environment,"368(-),379(+)",upekiuser_2356
686,Wir zerstören auch die Tierwelt,We are also destroying the wildlife,363(+),upekiuser_3665
687,Wird nicht abgebaut sondern nur immer kleiner (Mikroplastik),Is not broken down but only smaller and smaller (microplastics),"368(+),363(+)",upekiuser_229
688,"die meisten wissen nicht, wie lange der abbauprozess tatsächlich dauert",most do not know how long the degradation process actually takes,368(+),upekiuser_1890
689,"Manchmal sind Plastikverpackungen einfach notwendig, weil es noch keine geeigneten Alternativen gibt",Sometimes plastic packaging is simply necessary because there are no suitable alternatives,363(-),upekiuser_3838
690,Das Mikro-Plastik hat in der Natur nichts zu suchen,Micro-plastic has no place in nature,364(-),upekiuser_3838
691,weniger verpakungsmüll,less packaging waste,363(+),upekiuser_2986
692,Kosten für transport und umweltschäden sind die folge,The result is costs for transport and environmental damage,375(-),upekiuser_3619
693,"Weil es so ist, man hört es immer in den Nachrichten","Because it is, you always hear it on the news",364(-),upekiuser_3824
694,Die Welt ist voll damit bis in unbewohnte Regionen,"The world is full of it, even in uninhabited regions",364(+),upekiuser_32
695,"es muss von politik und den unternehmen gesteuert werden, der verbraucher hat zu wenig einfluss","it has to be steered by politics and companies, the consumer has too little influence",363(+),upekiuser_2023
696,es wissenschaftlich und umweltpolitisch festgestellt wurde,it has been established scientifically and environmentally,368(+),upekiuser_2023
697,In Deutschland wird sehr gut getrennt,In Germany there is very good separation,"363(-),382(+)",upekiuser_4614
698,Es ist wissenschaftlich bewiesen dass sie schädlich für die Umwelt sind,It is scientifically proven that they are harmful to the environment,382(+),upekiuser_1019
699,das bleibe sie auch in Pappaufstellern,it stays that way even in cardboard displays,389(-),upekiuser_1019
700,Ist nicht so,It is not like this,379(-),upekiuser_4614
701,"die lange Zeit, bis zum Abbau bzw. Gefahr des Mikroplastik",the long time until the microplastic decomposes or is at risk,"368(+),364(-)",upekiuser_4595
702,Preisschilder lassen sich auch gut am Regal anbringen,Price tags can also be easily attached to the shelf,391(-),upekiuser_1019
703,auch im Einkaufkorb bleiben Obst und Gemüse sauber und appetitlich,"Even in the shopping basket, fruit and vegetables stay clean and appetizing",389(-),upekiuser_1019
704,ist ein Fakt,is a fact,"368(+),370(+)",upekiuser_1261
705,Es gibt alternativ die weniger schädlich sind bzw ökölogischer sind,There are alternatives that are less harmful or more ecological,"368(+),374(+)",upekiuser_1261
706,Mikroplastik ist bereits im menschlichen organismus zu finden,Microplastics can already be found in the human organism,"370(-),378(+),363(+)",upekiuser_2091
707,die plastikflut muss schnellstmöglich aufgehalten werden,the flood of plastic must be stopped as quickly as possible,368(-),upekiuser_2091
708,"Ich habe es selbst gesehen, wie unverkaufte Lebensmittel so weggeworfen wurden",I've seen unsold groceries being thrown away myself,376(-),upekiuser_3431
709,"Es gibt ja Alternativen, warum soll überhapt Plastik verwendet werden",There are alternatives as to why plastic should be used,363(+),upekiuser_5255
710,Biologisch kaum abbaubar,Hardly biodegradable,366(+),upekiuser_3238
711,es sind weichmacher drin die uns sehr schädigen,there are plasticizers in it that damage us very much,363(+),upekiuser_73
712,es gehört nicht in unsere lenbensweise,it doesn't belong in our way of life,368(-),upekiuser_73
713,"Soweit ich weiss,ist das Argument hinreichend durch wissenschaftliche Langzeitstudien belegt","As far as I know, the argument is adequately supported by long-term scientific studies",370(+),upekiuser_1980
714,es meiner erfahrung entspricht,it corresponds to my experience,380(+),upekiuser_3279
715,in den meisten ländern gibt es einfach keine vernünftige müllentsorgung,in most countries there is simply no proper waste disposal,363(-),upekiuser_2327
716,"Im Obst und Gemüse sind Mirkroplastikteilchen, die wir dann mit verzehren",There are microplastic particles in fruit and vegetables that we then consume,363(+),upekiuser_2926
717,für die Hygiene ist es sinnvoll,it makes sense for hygiene,363(-),upekiuser_3975
718,"Mikroplastik wurde auch in vielen Böden, auch in Naturschutzgebieten gefunden","Microplastics have also been found in many soils, including nature reserves",363(+),upekiuser_2051
719,Plastik gehört nicht in die Umwelt,Plastic does not belong in the environment,368(-),upekiuser_2051
720,"ist zu abstrakt, für viele nicht greifbar","is too abstract, not tangible for many",374(-),upekiuser_5419
721,ist bereits klar,is already clear,382(-),upekiuser_4834
722,was ist wohl bei einem tier durch versehentlichen Konsum weniger gefährlich? plastik oder papier,what is less dangerous in an animal through accidental consumption? plastic or paper,382(-),upekiuser_4082
723,"Das Klimaerwärmung ist bereits in vollem Gange, wenn wir jetzt nicht handeln und auf Rohstoffe zurückgreifen, die keine negativen Folgen für das Klima haben, dann kommt es zu einer Katastrophe","Global warming is already in full swing, if we do not act now and fall back on raw materials that have no negative impact on the climate, then there will be a catastrophe",363(+),upekiuser_509
724,Über dieses Problem habe ich schon mehrmals gelesen. Gleichzeitig fressen auch viele Tiere das Plastik mit und sterben dadurch,"I've read about this problem several times. At the same time, many animals also eat the plastic and die as a result","366(+),383(-)",upekiuser_509
725,Die Plastikteile finden wir zersetzt zunehmend in der Nahrungskette wieder,We find the plastic parts increasingly decomposed in the food chain,363(+),upekiuser_288
726,Nicht regionale Lebensmittel sind bei Transport besser geschützt,Non-regional foods are better protected during transport,363(-),upekiuser_2597
727,Plastik verschmutzt zunehmend die Meere,Plastic is increasingly polluting the oceans,375(+),upekiuser_288
728,Die Herstellung von Plastik hat einen großen CO2 Fußabdruck,The production of plastic has a large carbon footprint,363(+),upekiuser_2597
729,"Plastikverpackungen werden u. a. aus Erdöl hergestellt, welches bei der Zersetzung in die Umwelt abgegeben wird","Plastic packaging is made from, among other things, petroleum, which is released into the environment when it decomposes",373(+),upekiuser_2125
730,"Hat man schon oft im TV gesehen wie qualvoll die Tiere sterben, muss ja nicht sein","If you have often seen on TV how painfully animals die, it doesn't have to be",366(+),upekiuser_670
731,Plastik schütz das Obst und Gemüse vor Druckstellen und nicht jeder kann Sie mit seinen Händen Berühren,Plastic protects the fruit and vegetables from pressure points and not everyone can touch them with their hands,363(-),upekiuser_2358
732,"Plastik ist nun mal der beste Schutz für Obst und Gemüse,alles andere ist Müll","Plastic is the best protection for fruit and vegetables, everything else is rubbish",363(-),upekiuser_2358
733,"Ich muss und will nicht unbeding Obst oder Gemüse kaufen die vorher jeder in der Hand hatte und darauf rumgedrückt hat,was viele Kunden machen","I don't necessarily have to and don't want to buy fruit or vegetables that everyone had in their hands before and pressed on, which many customers do",731(+),upekiuser_2358
734,Warum nicht Plastikverpackungen auf Rohrzuckerbasis,Why not plastic packaging made from cane sugar,363(-),upekiuser_3564
735,"Grundsätzlich hat das allermeiste Obst und Gemüse eine natürliche Schutzbarriere, sodass keine Verpackung benötigt wird. Sie ist in den allermeisten Fällen nur unnötiger, umweltschädigender Abfall","Basically, most fruit and vegetables have a natural protective barrier so that no packaging is required. In the vast majority of cases it is just unnecessary, environmentally harmful waste",363(+),upekiuser_636
736,"Die Konsumenten sollen nicht für etwas bezahlen, was die Wirtschaft verbockt hat",Consumers shouldn't pay for something that screwed up the economy,384(-),upekiuser_3564
737,"Oft weiß man bei den Plastikverpackungen nicht wirklich, welche Inhaltsstoffe auf das Obst und Gemüse übergehen und welche eventuell giftigen Stoffe man nun mit dem Verzehr zu sich nimmt","In the case of plastic packaging, you often don't really know which ingredients are transferred to the fruit and vegetables and which possibly toxic substances you now ingest with the consumption","378(+),324(+)",upekiuser_636
738,Wer recycelt schon Gemüse-Verpackungen,Who recycles vegetable packaging?,381(+),upekiuser_3564
739,"Das sehe ich so, deshalb darf man Verpackungen nicht in die Umwelt werfen","That's how I see it, that's why you can't throw packaging into the environment",366(+),upekiuser_4647
740,Es ist einfach Hygienischer,It's just more hygienic,363(-),upekiuser_3912
741,"Die Ware wird im Supermarkt von zig Leuten angefasst, Ich finde das Ekelig","The goods are touched by umpteen people in the supermarket, I think that's disgusting",740(+),upekiuser_3912
742,Deutschland ist nicht die Welt. Solange sich andere große Industrienationen vor diesen Aufgaben drücken wird nichts erreicht,"Germany is not the world. As long as other large industrial nations shirk these tasks, nothing will be achieved",385(+),upekiuser_2144
743,Nur wenig kann tatsächlich wiederverwendet werden,Little can actually be reused,381(-),upekiuser_2597
744,"Dies würde voraussetzen, dass die Leute den Müll richtig trennen. Und erfahrungsgemäß tun das sehr wenige",This would require people to sort the garbage properly. And experience shows that very few do that,"381(-),368(-)",upekiuser_2597
745,Zumindest regionale Lebensmittel benötigen keinen besonderen Schutz vor Nässe,At least regional foods do not require any special protection against moisture,392(-),upekiuser_2597
746,"Teilweise werden Plastikverpackungen eingesetzt, obwohl diese nicht immer notwendig sind","Plastic packaging is sometimes used, although this is not always necessary",363(+),upekiuser_2593
747,Plastik schützt nicht gegen Hitze,Plastic does not protect against heat,"392(-),726(-)",upekiuser_2597
748,Warum sollte es die Aufgabe anderer Länder sein unseren Müll zu entsorgen,Why should it be the job of other countries to dispose of our garbage,384(-),upekiuser_2597
749,Deutschland kann als Vorbild voran gehen,Germany can lead the way as a role model,384(-),upekiuser_2597
750,"Wie andere Länder damit umgehen spielt keine Rolle, wir haben trotzdem einen Beitrag zu leisten","How other countries deal with it does not matter, we still have a contribution to make",384(-),upekiuser_2597
751,"Hier in Deutschland werden auch genug Fehler gemacht, unter anderem bei der Mülltrennung","Enough mistakes are made here in Germany, including when it comes to sorting waste",384(-),upekiuser_2597
752,Vor Zerdrückung oder großer Beschädigung schützt auch ein wenig Plastik nicht,Even a little plastic does not protect against crushing or major damage,726(-),upekiuser_2597
753,"Nicht nur Menschen, auch Tiere","Not just people, animals too",370(+),upekiuser_2597
754,Es gelangt auch in unser Grundwasser und unsere Nahrung,It also gets into our groundwater and our food,370(+),upekiuser_2597
755,"Plastik zersetzt sich zum Teil im Wasser in Mirkoplastik, welche nicht sichtbar ist, weshalb dies zu Erkrankungen führen kann","Plastic partially decomposes in the water in micoplasty, which is not visible, which is why this can lead to diseases",370(+),upekiuser_2593
756,ich den anteil nicht kenne,I don't know the proportion,178(-),upekiuser_3480
757,weill wir nicht genug darüber wissen,because we don't know enough about it,756(+),upekiuser_3480
758,Ein Verbot von Plastikverpackungen verringert definitiv die Meng an Müll,A ban on plastic packaging will definitely reduce the amount of garbage,363(+),upekiuser_4691
759,Plastik kann wiederverwendet werden und es belastet nicht den Kreislauf,Plastic can be reused and it does not burden the circulation,381(+),upekiuser_4691
760,"Es gibt genug andere Alternativen, um Lebensmittel umweltfreundlich nach Hause zu bringen",There are enough other alternatives for bringing groceries home in an environmentally friendly way,390(-),upekiuser_4691
761,Es ist ja bewiesen das Plastik viele Jahre braucht um abgebaut zu werden,It has been proven that plastic takes many years to break down,368(+),upekiuser_3711
